   1.0000000e+00	   9.7587760e+01	
   2.0000000e+00	   9.7763440e+01	
   3.0000000e+00	   9.6567050e+01	
   4.0000000e+00	   9.2520370e+01	
   5.0000000e+00	   9.1150970e+01	
   6.0000000e+00	   9.5217280e+01	
   7.0000000e+00	   9.0213550e+01	
   8.0000000e+00	   8.9292350e+01	
   9.0000000e+00	   9.1514790e+01	
   1.0000000e+01	   8.9609650e+01	
   1.1000000e+01	   8.6561870e+01	
   1.2000000e+01	   8.5553150e+01	
   1.3000000e+01	   8.7130530e+01	
   1.4000000e+01	   8.5679380e+01	
   1.5000000e+01	   8.0048490e+01	
   1.6000000e+01	   8.2189220e+01	
   1.7000000e+01	   8.7240780e+01	
   1.8000000e+01	   8.0794010e+01	
   1.9000000e+01	   8.1285640e+01	
   2.0000000e+01	   8.1569320e+01	
   2.1000000e+01	   7.9227030e+01	
   2.2000000e+01	   7.9432590e+01	
   2.3000000e+01	   7.7901740e+01	
   2.4000000e+01	   7.6754380e+01	
   2.5000000e+01	   7.7173380e+01	
   2.6000000e+01	   7.4272960e+01	
   2.7000000e+01	   7.3118300e+01	
   2.8000000e+01	   7.3847320e+01	
   2.9000000e+01	   7.2477460e+01	
   3.0000000e+01	   7.1921280e+01	
   3.1000000e+01	   6.6919620e+01	
   3.2000000e+01	   6.7935540e+01	
   3.3000000e+01	   6.9558410e+01	
   3.4000000e+01	   6.9065920e+01	
   3.5000000e+01	   6.6533710e+01	
   3.6000000e+01	   6.3870940e+01	
   3.7000000e+01	   6.9705260e+01	
   3.8000000e+01	   6.3592950e+01	
   3.9000000e+01	   6.3355090e+01	
   4.0000000e+01	   5.9997470e+01	
   4.1000000e+01	   6.2648430e+01	
   4.2000000e+01	   6.5773450e+01	
   4.3000000e+01	   5.9101410e+01	
   4.4000000e+01	   5.6577500e+01	
   4.5000000e+01	   6.1153130e+01	
   4.6000000e+01	   5.4307670e+01	
   4.7000000e+01	   6.2835350e+01	
   4.8000000e+01	   5.6529570e+01	
